preference_key,movie_title,star_cast,rating,year,place,vote,link
2,Raging Bull,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.12254991571825,1980,158,,/title/tt0081398/
3,브이 포 벤데타,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.12232040415146,2005,159,,/title/tt0434409/
4,바람과 함께 사라지다,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.1213730424847,1939,160,,/title/tt0031381/
1,"Lock, Stock and Two Smoking Barrels","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.119956920683158,1998,161,,/title/tt0120735/
2,Dial M for Murder,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119706047974002,1954,162,,/title/tt0046912/
3,인사이드 아웃,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.119551975919533,2015,163,,/title/tt2096673/
4,El Sikeuleto: Bimil-ui Nundongja,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.117905355011219,2009,164,,/title/tt1305806/
1,Howlui umjikineun seong,"Hayao Miyazaki (dir.), Chieko Baisho, Takuya Kimura",8.117541903204913,2004,165,,/title/tt0347149/
2,쓰리 빌보드,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111310626194497,2017,166,,/title/tt5027774/
3,Trainspotting,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.110331975875702,1996,167,,/title/tt0117951/
4,The Bridge on the River Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.109876471778444,1957,168,,/title/tt0050212/
1,프리즈너스,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.107044886589737,2013,169,,/title/tt1392214/
2,Warrior,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.102407236798417,2011,170,,/title/tt1291584/
3,파고,"Joel Coen (dir.), William H. Macy, Frances McDormand",8.102389306608737,1996,171,,/title/tt0116282/
4,그랜 토리노,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.100148223431853,2008,172,,/title/tt1205489/
1,Tonari no Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.091976196836578,1988,173,,/title/tt0096283/
2,캐치 미 이프 유 캔,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.091699455577363,2002,174,,/title/tt0264464/
3,밀리언 달러 베이비,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.08854166470032,2004,175,,/title/tt0405159/
4,Children of Heaven,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.086169648020693,1997,176,,/title/tt0118849/
1,블레이드 러너,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.084571568390922,1982,177,,/title/tt0083658/
2,The Gold Rush,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.084400549814658,1925,178,,/title/tt0015864/
3,클라우스,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.081968272003726,2019,179,,/title/tt4729430/
4,Haeri Poteowa jugeumui seongmul - 2bu,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.081081335381434,2011,180,,/title/tt1201607/
1,비포 선라이즈,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.08096521274056,1995,181,,/title/tt0112471/
2,12 Years a Slave,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.08050228900394,2013,182,,/title/tt2024544/
3,On the Waterfront,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.078314807729797,1954,183,,/title/tt0047296/
4,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.077923006513736,1959,184,,/title/tt0052618/
1,The Grand Budapest Hotel,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.077522344136652,2014,185,,/title/tt2278388/
2,Gone Girl,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077006214646811,2014,186,,/title/tt2267998/
3,Smultronstället,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.075684856980201,1957,187,,/title/tt0050986/
4,The General,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.074832723104304,1926,188,,/title/tt0017925/
1,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.07382126983447,1975,189,,/title/tt0072684/
2,In the Name of the Father,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.073672830517415,1993,190,,/title/tt0107207/
3,The Deer Hunter,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.0730430499474,1978,191,,/title/tt0077416/
4,The Third Man,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.072846230571123,1949,192,,/title/tt0041959/
1,핵소 고지,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.071350455987053,2016,193,,/title/tt2119532/
2,Le salaire de la peur,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.069953664371123,1953,194,,/title/tt0046268/
3,Salinui chueok,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.069304445671877,2003,195,,/title/tt0353969/
4,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.067820816295775,1924,196,,/title/tt0015324/
1,Waildeu Teiljeu: Cham-eul Su Eobsneun Sungan,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.067561619871414,2014,197,,/title/tt3011894/
2,Mr Smith Goes to Washington,"Frank Capra (dir.), James Stewart, Jean Arthur",8.066189407960909,1939,198,,/title/tt0031679/
3,매드맥스: 분노의 도로,"George Miller (dir.), Tom Hardy, Charlize Theron",8.06358332012082,2015,199,,/title/tt1392190/
4,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.062708566894388,2009,200,,/title/tt0978762/
1,The Seventh Seal,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.061725157077698,1957,201,,/title/tt0050976/
2,드래곤 길들이기,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.06135342450909,2010,202,,/title/tt0892769/
3,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.060795183424574,2001,203,,/title/tt0198781/
4,죠스,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.060059915294582,1975,204,,/title/tt0073195/
